# Time-averaged data for fix f_lc
# TimeStep v_a v_b v_c
1410000 52.8714 52.8714 52.8714
1420000 52.8728 52.8728 52.8728
1430000 52.8731 52.8731 52.8731
1440000 52.8726 52.8726 52.8726
1450000 52.8732 52.8732 52.8732
1460000 52.8726 52.8726 52.8726
1470000 52.8719 52.8719 52.8719
1480000 52.8731 52.8731 52.8731
1490000 52.8741 52.8741 52.8741
1500000 52.8723 52.8723 52.8723
