# Time-averaged data for fix f_lc
# TimeStep v_a v_b v_c
3010000 53.6074 53.6074 53.6074
3020000 53.6059 53.6059 53.6059
3030000 53.6069 53.6069 53.6069
3040000 53.6086 53.6086 53.6086
3050000 53.6047 53.6047 53.6047
3060000 53.6068 53.6068 53.6068
3070000 53.6077 53.6077 53.6077
3080000 53.609 53.609 53.609
3090000 53.6078 53.6078 53.6078
3100000 53.6081 53.6081 53.6081
