# Time-averaged data for fix f_lc
# TimeStep v_a v_b v_c
2210000 53.2562 53.2562 53.2562
2220000 53.2553 53.2553 53.2553
2230000 53.2552 53.2552 53.2552
2240000 53.256 53.256 53.256
2250000 53.2568 53.2568 53.2568
2260000 53.2555 53.2555 53.2555
2270000 53.2567 53.2567 53.2567
2280000 53.2565 53.2565 53.2565
2290000 53.257 53.257 53.257
2300000 53.2579 53.2579 53.2579
