# Time-averaged data for fix f_sc
# TimeStep v_a v_b v_c c_msd[4]
2110000 53.1658 53.1658 53.1658 0.0810917
2120000 53.1658 53.1658 53.1658 0.0882114
2130000 53.166 53.166 53.166 0.0874487
2140000 53.1643 53.1643 53.1643 0.0900488
2150000 53.1658 53.1658 53.1658 0.090643
2160000 53.1664 53.1664 53.1664 0.0877214
2170000 53.1642 53.1642 53.1642 0.0887921
2180000 53.1646 53.1646 53.1646 0.0930331
2190000 53.1658 53.1658 53.1658 0.0919482
2200000 53.166 53.166 53.166 0.0902012
