# Time-averaged data for fix f_sc
# TimeStep v_a v_b v_c c_msd[4]
2310000 53.2567 53.2567 53.2567 0.0926258
2320000 53.2588 53.2588 53.2588 0.106432
2330000 53.2575 53.2575 53.2575 0.102124
2340000 53.2557 53.2557 53.2557 0.111908
2350000 53.2561 53.2561 53.2561 0.104472
2360000 53.2562 53.2562 53.2562 0.105659
2370000 53.256 53.256 53.256 0.0991642
2380000 53.2547 53.2547 53.2547 0.0966153
2390000 53.2577 53.2577 53.2577 0.116811
2400000 53.2582 53.2582 53.2582 0.101898
