# Time-averaged data for fix f_lc
# TimeStep v_a v_b v_c
2010000 53.1624 53.1624 53.1624
2020000 53.1649 53.1649 53.1649
2030000 53.1648 53.1648 53.1648
2040000 53.165 53.165 53.165
2050000 53.1658 53.1658 53.1658
2060000 53.1653 53.1653 53.1653
2070000 53.1639 53.1639 53.1639
2080000 53.1653 53.1653 53.1653
2090000 53.1654 53.1654 53.1654
2100000 53.1655 53.1655 53.1655
