# Time-averaged data for fix f_sc
# TimeStep v_a v_b v_c c_msd[4]
2910000 53.5204 53.5204 53.5204 0.125171
2920000 53.5239 53.5239 53.5239 0.141051
2930000 53.5227 53.5227 53.5227 0.143073
2940000 53.5204 53.5204 53.5204 0.147462
2950000 53.5211 53.5211 53.5211 0.148549
2960000 53.5205 53.5205 53.5205 0.158102
2970000 53.5181 53.5181 53.5181 0.16652
2980000 53.5209 53.5209 53.5209 0.172881
2990000 53.5207 53.5207 53.5207 0.151429
3000000 53.5228 53.5228 53.5228 0.163461
