# Time-averaged data for fix f_sc
# TimeStep v_a v_b v_c c_msd[4]
310000 52.1066 52.1066 52.1066 0.00941162
320000 52.107 52.107 52.107 0.00946347
330000 52.1066 52.1066 52.1066 0.00950458
340000 52.1065 52.1065 52.1065 0.00944552
350000 52.1067 52.1067 52.1067 0.00948374
360000 52.107 52.107 52.107 0.00954714
370000 52.1066 52.1066 52.1066 0.00948054
380000 52.1065 52.1065 52.1065 0.00948878
390000 52.1065 52.1065 52.1065 0.00949577
400000 52.1065 52.1065 52.1065 0.00947953
