# Time-averaged data for fix f_lc
# TimeStep v_a v_b v_c
810000 52.5356 52.5356 52.5356
820000 52.5352 52.5352 52.5352
830000 52.5363 52.5363 52.5363
840000 52.5368 52.5368 52.5368
850000 52.5357 52.5357 52.5357
860000 52.536 52.536 52.536
870000 52.5359 52.5359 52.5359
880000 52.5352 52.5352 52.5352
890000 52.5352 52.5352 52.5352
900000 52.5356 52.5356 52.5356
