# Time-averaged data for fix f_sc
# TimeStep v_a v_b v_c c_msd[4]
2510000 53.345 53.345 53.345 0.101901
2520000 53.3463 53.3463 53.3463 0.111436
2530000 53.3455 53.3455 53.3455 0.113617
2540000 53.3456 53.3456 53.3456 0.119181
2550000 53.3463 53.3463 53.3463 0.117996
2560000 53.3454 53.3454 53.3454 0.121176
2570000 53.3465 53.3465 53.3465 0.131081
2580000 53.3456 53.3456 53.3456 0.121883
2590000 53.3464 53.3464 53.3464 0.133832
2600000 53.3444 53.3444 53.3444 0.11844
