# Time-averaged data for fix f_sc
# TimeStep v_a v_b v_c c_msd[4]
1910000 53.0697 53.0697 53.0697 0.0709625
1920000 53.0715 53.0715 53.0715 0.0768111
1930000 53.0707 53.0707 53.0707 0.0749729
1940000 53.0711 53.0711 53.0711 0.0756313
1950000 53.0711 53.0711 53.0711 0.0755481
1960000 53.071 53.071 53.071 0.08092
1970000 53.0716 53.0716 53.0716 0.0790606
1980000 53.071 53.071 53.071 0.075786
1990000 53.0711 53.0711 53.0711 0.0795919
2000000 53.0703 53.0703 53.0703 0.0743505
