# Time-averaged data for fix f_sc
# TimeStep v_a v_b v_c c_msd[4]
3110000 53.6072 53.6072 53.6072 0.13315
3120000 53.6075 53.6075 53.6075 0.148024
3130000 53.6067 53.6067 53.6067 0.161477
3140000 53.6063 53.6063 53.6063 0.164922
3150000 53.6072 53.6072 53.6072 0.158412
3160000 53.6083 53.6083 53.6083 0.15725
3170000 53.6064 53.6064 53.6064 0.17414
3180000 53.6069 53.6069 53.6069 0.179645
3190000 53.6055 53.6055 53.6055 0.155124
3200000 53.6084 53.6084 53.6084 0.158925
