# Time-averaged data for fix f_lc
# TimeStep v_a v_b v_c
210000 52.1054 52.1054 52.1054
220000 52.1063 52.1063 52.1063
230000 52.1067 52.1067 52.1067
240000 52.1066 52.1066 52.1066
250000 52.1066 52.1066 52.1066
260000 52.1064 52.1064 52.1064
270000 52.1066 52.1066 52.1066
280000 52.1067 52.1067 52.1067
290000 52.1065 52.1065 52.1065
300000 52.1066 52.1066 52.1066
