# Time-averaged data for fix f_lc
# TimeStep v_a v_b v_c
410000 52.2651 52.2651 52.2651
420000 52.2664 52.2664 52.2664
430000 52.2664 52.2664 52.2664
440000 52.2664 52.2664 52.2664
450000 52.2662 52.2662 52.2662
460000 52.2659 52.2659 52.2659
470000 52.2667 52.2667 52.2667
480000 52.2667 52.2667 52.2667
490000 52.2663 52.2663 52.2663
500000 52.2661 52.2661 52.2661
