# Time-averaged data for fix f_lc
# TimeStep v_a v_b v_c
1610000 52.9737 52.9737 52.9737
1620000 52.9744 52.9744 52.9744
1630000 52.9738 52.9738 52.9738
1640000 52.9736 52.9736 52.9736
1650000 52.9735 52.9735 52.9735
1660000 52.9743 52.9743 52.9743
1670000 52.9735 52.9735 52.9735
1680000 52.9739 52.9739 52.9739
1690000 52.9718 52.9718 52.9718
1700000 52.974 52.974 52.974
