# Time-averaged data for fix f_sc
# TimeStep v_a v_b v_c c_msd[4]
710000 52.4075 52.4075 52.4075 0.0211534
720000 52.408 52.408 52.408 0.0213016
730000 52.4073 52.4073 52.4073 0.021236
740000 52.4069 52.4069 52.4069 0.0213618
750000 52.4072 52.4072 52.4072 0.0213935
760000 52.407 52.407 52.407 0.0212634
770000 52.4067 52.4067 52.4067 0.0211174
780000 52.4082 52.4082 52.4082 0.021665
790000 52.4075 52.4075 52.4075 0.0212788
800000 52.407 52.407 52.407 0.0212606
