# Time-averaged data for fix f_lc
# TimeStep v_a v_b v_c
2610000 53.4335 53.4335 53.4335
2620000 53.4346 53.4346 53.4346
2630000 53.4347 53.4347 53.4347
2640000 53.4352 53.4352 53.4352
2650000 53.432 53.432 53.432
2660000 53.4334 53.4334 53.4334
2670000 53.4348 53.4348 53.4348
2680000 53.4363 53.4363 53.4363
2690000 53.4343 53.4343 53.4343
2700000 53.4365 53.4365 53.4365
