# Time-averaged data for fix f_sc
# TimeStep v_a v_b v_c c_msd[4]
910000 52.5351 52.5351 52.5351 0.0275043
920000 52.5357 52.5357 52.5357 0.0281847
930000 52.5361 52.5361 52.5361 0.0282647
940000 52.5364 52.5364 52.5364 0.0284011
950000 52.5365 52.5365 52.5365 0.0279798
960000 52.5357 52.5357 52.5357 0.0279272
970000 52.5361 52.5361 52.5361 0.0279944
980000 52.5364 52.5364 52.5364 0.0283485
990000 52.536 52.536 52.536 0.0287013
1000000 52.5365 52.5365 52.5365 0.0283259
