# Time-averaged data for fix f_lc
# TimeStep v_a v_b v_c
2410000 53.3445 53.3445 53.3445
2420000 53.3457 53.3457 53.3457
2430000 53.3451 53.3451 53.3451
2440000 53.3459 53.3459 53.3459
2450000 53.3449 53.3449 53.3449
2460000 53.3449 53.3449 53.3449
2470000 53.3446 53.3446 53.3446
2480000 53.3464 53.3464 53.3464
2490000 53.3465 53.3465 53.3465
2500000 53.3448 53.3448 53.3448
