# Time-averaged data for fix f_sc
# TimeStep v_a v_b v_c c_msd[4]
2710000 53.4337 53.4337 53.4337 0.112059
2720000 53.4321 53.4321 53.4321 0.126905
2730000 53.4347 53.4347 53.4347 0.12548
2740000 53.4324 53.4324 53.4324 0.132035
2750000 53.4328 53.4328 53.4328 0.13169
2760000 53.4338 53.4338 53.4338 0.135871
2770000 53.4343 53.4343 53.4343 0.139052
2780000 53.4348 53.4348 53.4348 0.153432
2790000 53.4332 53.4332 53.4332 0.142631
2800000 53.4349 53.4349 53.4349 0.14348
