# dE [eV] lambda
-50149.8045659832 0
-50148.8166502093 1.25995800054e-23
-50147.896492825 4.03173120691192e-22
-50147.1909762894 3.0614938318096e-21
-50146.5817412719 1.29006797684715e-20
-50145.8266830576 3.93684379218627e-20
-50144.7562534164 9.79580059916016e-20
-50143.6323020527 2.11718791866951e-19
-50142.295916352 4.12766710844092e-19
-50140.8341082306 7.43794220606677e-19
-50139.4259523033 1.25958005399685e-18
-50138.5963194113 2.02849864960397e-18
-50138.1445018873 3.13402928019822e-18
-50138.2363748542 4.6762648790363e-18
-50138.9472426576 6.77342056406644e-18
-50140.0514311221 9.5633418600599e-18
-50141.4618736797 1.32050126186962e-17
-50143.3431491108 1.78800626366291e-17
-50145.3847185567 2.37942749715611e-17
-50147.3568815719 3.11790929563524e-17
-50149.3915551593 4.02931269111936e-17
-50151.1505324416 5.14236605538668e-17
-50152.8056683637 6.48881571081241e-17
-50154.8220069453 8.10357651102108e-17
-50156.770983599 1.00248823913559e-16
-50158.6453433301 1.22944368891678e-16
-50160.6893407708 1.49575636339277e-16
-50162.8775724496 1.80633568071631e-16
-50164.9292566677 2.16648315722234e-16
-50166.6865123089 2.58190744738755e-16
-50168.35663125 3.05873938077334e-16
-50169.4101101175 3.60354699595232e-16
-50170.0159813706 4.22335057141875e-16
-50170.3549510054 4.92563765348314e-16
-50170.6354745532 5.71837808115123e-16
-50170.3351847973 6.61003900798775e-16
-50169.7617275406 7.60959992096509e-16
-50169.1785258298 8.72656765629723e-16
-50168.6505722874 9.97099141225922e-16
-50167.8700594734 1.13534777589924e-15
-50167.1779506118 1.28852056452958e-15
-50166.5338273494 1.45779414024036e-15
-50165.684689948 1.64440537447495e-15
-50164.9530177188 1.84965287677178e-15
-50164.2395188075 2.07489849423818e-15
-50163.5063250262 2.32156881072292e-15
-50162.7788424787 2.59115664568759e-15
-50162.2159984952 2.88522255277669e-15
-50161.7561677291 3.20539631808662e-15
-50161.8851664891 3.55337845813345e-15
-50162.2566686864 3.93094171751967e-15
-50162.7874338991 4.33993256629972e-15
-50163.5991466651 4.78227269704453e-15
-50164.4683257276 5.25996052160503e-15
-50165.2755630193 5.77507266757458e-15
-50166.4190588646 6.32976547445047e-15
-50167.4934121407 6.92627648949445e-15
-50168.3884646275 7.56692596329231e-15
-50169.114088316 8.25411834501256e-15
-50169.8009887155 8.99034377736425e-15
-50170.0901992549 9.77817959125392e-15
-50170.1569004182 1.06202918001417e-14
-50169.972474387 1.15194365940968e-14
-50169.8068656638 1.24784618335519e-14
-50169.7213599406 1.35003085427568e-14
-50169.6428018265 1.45880124029323e-14
-50170.0123410494 1.57447052451215e-14
-50170.3607875537 1.69736165427425e-14
-50170.6663030636 1.82780749038391e-14
-50171.0511099101 1.96615095630314e-14
-50171.1353002746 2.11274518731657e-14
-50170.9848568581 2.2679536796664e-14
-50170.8358480982 2.43215043965728e-14
-50170.761066697 2.60572013273113e-14
-50170.3422578599 2.78905823251196e-14
-50170.0125214079 2.9825711698206e-14
-50169.6804437325 3.18667648165941e-14
-50169.3827348669 3.40180296016692e-14
-50169.1275518076 3.6283908015425e-14
-50168.9285172373 3.86689175494092e-14
-50168.9623819872 4.11776927133692e-14
-50169.2231616255 4.38149865235976e-14
-50169.3155623965 4.65856719909773e-14
-50169.1616257583 4.94947436087263e-14
-50168.9591920379 5.25473188398421e-14
-50168.6274575485 5.57486396042469e-14
-50168.1612476319 5.91040737656313e-14
-50167.6037591586 6.26191166179988e-14
-50167.0577759997 6.62993923719101e-14
-50166.5727972824 7.01506556404268e-14
-50166.1317887211 7.4178792924756e-14
-50165.9214646558 7.83898240995937e-14
-50165.8234055252 8.27899038981693e-14
-50165.7161091689 8.73853233969897e-14
-50165.8323177617 9.21825115002833e-14
-50166.0143996906 9.71880364241441e-14
-50166.2437625594 1.02408607180377e-13
-50166.5196563691 1.0785107506004e-13
