T [K],F [eV/atom]
448.79499999999973,-4.339446603761315
448.8099999999999,-4.33945213349112
448.82499999999925,-4.339457663861882
448.84000000000015,-4.339463194883324
448.85500000000087,-4.339468726555435
448.86999999999944,-4.339474258892087
448.8850000000003,-4.339479791940988
448.89999999999947,-4.3394853257828885
448.91499999999934,-4.339490860464501
448.9300000000001,-4.339496395979992
448.9450000000002,-4.339501932288165
448.95999999999975,-4.339507469333409
448.97499999999917,-4.339513007116967
448.99000000000075,-4.339518545661273
449.0050000000008,-4.339524084964465
449.01999999999964,-4.339529624963429
449.03499999999974,-4.339535165526401
449.0499999999994,-4.339540706578456
449.06499999999903,-4.339546248076532
449.0799999999991,-4.339551789950457
449.0949999999999,-4.339557332162448
449.10999999999996,-4.3395628746750745
449.1249999999996,-4.339568417419308
449.1399999999994,-4.339573960322802
449.1549999999998,-4.339579503355111
449.1699999999993,-4.339585046486656
449.1850000000003,-4.3395905896752485
449.19999999999936,-4.339596132874247
449.21499999999907,-4.339601676027117
449.2299999999999,-4.3396072190918495
449.24500000000046,-4.339612762034353
449.25999999999914,-4.339618304819782
449.2750000000008,-4.339623847399519
449.28999999999974,-4.339629389725459
449.3050000000007,-4.3396349317665415
449.32000000000033,-4.33964047349248
449.3349999999992,-4.339646014852166
449.34999999999997,-4.339651555841618
449.36499999999927,-4.33965709649816
449.37999999999977,-4.339662636829463
449.3950000000002,-4.339668176845228
449.4099999999993,-4.33967371657158
449.4249999999996,-4.339679256027946
449.43999999999994,-4.339684795227084
449.4549999999991,-4.3396903341751205
449.46999999999974,-4.339695872874929
449.48500000000064,-4.339701411347763
449.50000000000057,-4.339706949601782
449.5150000000004,-4.3397124876745234
449.53000000000077,-4.339718025610441
449.54500000000064,-4.339723563419755
449.56000000000074,-4.33972910112541
449.57500000000005,-4.339734638738593
449.5899999999993,-4.339740176249109
449.60499999999934,-4.339745713638099
449.6199999999991,-4.339751250990361
449.6349999999995,-4.339756788386692
449.6499999999994,-4.339762325868296
449.66499999999974,-4.339767863514856
449.67999999999944,-4.339773401366264
449.6949999999995,-4.339778939431817
449.71000000000083,-4.339784477749406
449.7250000000004,-4.339790016405036
449.73999999999916,-4.33979555544976
449.7550000000002,-4.339801094934176
449.7700000000005,-4.339806634882944
449.7849999999991,-4.339812175285822
449.799999999999,-4.339817716108227
449.8149999999992,-4.33982325732612
449.8300000000009,-4.339828799002854
449.84499999999906,-4.339834341201469
449.86000000000087,-4.339839883923933
449.8749999999993,-4.339845427193335
449.88999999999965,-4.339850971041219
449.90500000000094,-4.339856515511608
449.9200000000003,-4.3398620606676275
449.9350000000009,-4.33986760649897
449.95,-4.33987315294792
449.9650000000007,-4.339878699927258
449.98000000000013,-4.339884247355309
449.99499999999966,-4.339889795191208
450.01000000000045,-4.339895343466816
450.02499999999964,-4.339900892244485
450.04000000000065,-4.339906441534806
450.0550000000006,-4.339911991329634
450.07000000000085,-4.339917541635915
450.08500000000066,-4.3399230924140575
450.0999999999993,-4.339928643592147
450.11500000000007,-4.339934195158278
450.1300000000004,-4.339939747054784
450.14499999999964,-4.339945299173689
450.159999999999,-4.339950851467915
450.17499999999995,-4.339956403926484
450.1899999999999,-4.339961956504947
450.20500000000015,-4.339967509165181
450.2200000000002,-4.339973061859109
450.2349999999994,-4.339978614509423
450.24999999999915,-4.339984167061228
450.2649999999991,-4.339989719445738
450.2800000000005,-4.3399952716141
450.2950000000008,-4.340000823504377
450.3099999999997,-4.340006375093612
450.32500000000056,-4.340011926400191
450.3400000000009,-4.340017477365976
450.35500000000025,-4.340023027945806
450.3700000000002,-4.340028578082002
450.38500000000016,-4.340034127681751
450.39999999999986,-4.340039676713348
450.4150000000008,-4.340045225177965
450.4300000000006,-4.340050773089894
450.44500000000085,-4.340056320506193
450.4599999999991,-4.340061867485623
450.4749999999991,-4.340067414080238
450.49000000000046,-4.340072960323511
450.50500000000085,-4.340078506231508
450.5199999999998,-4.340084051817124
450.5349999999992,-4.340089597105369
450.5500000000006,-4.340095142166389
450.5649999999997,-4.34010068709337
450.5800000000004,-4.340106231947333
450.5950000000003,-4.34011177676892
450.60999999999905,-4.340117321625506
450.6250000000006,-4.340122866548796
450.6400000000007,-4.340128411561807
450.655000000001,-4.340133956718409
450.66999999999945,-4.340139502035406
450.6849999999997,-4.3401450475042616
450.6999999999998,-4.340150593130842
450.71499999999946,-4.340156138901108
450.73000000000053,-4.3401616848268905
450.74500000000086,-4.340167230970428
450.7600000000004,-4.3401727773894905
450.77499999999895,-4.340178324112387
450.79000000000053,-4.340183871174558
450.805000000001,-4.340189418644147
450.82000000000016,-4.340194966575382
450.8350000000002,-4.340200515013953
450.85000000000093,-4.340206064037282
450.86500000000035,-4.340211613745987
450.88000000000045,-4.340217164218524
450.8949999999992,-4.3402227155230815
450.9100000000007,-4.340228267699343
450.92500000000086,-4.340233820720142
450.9399999999997,-4.340239374606389
450.9549999999994,-4.340244929414064
450.96999999999997,-4.340250485141626
450.98499999999945,-4.340256041819501
450.99999999999994,-4.340261599531182
451.0149999999995,-4.340267158317802
451.03000000000037,-4.340272718160234
451.04500000000047,-4.340278279039543
451.0600000000002,-4.340283840889429
451.0749999999995,-4.340289403674447
451.09000000000066,-4.340294967438039
451.1049999999998,-4.340300532155101
451.1199999999991,-4.340306097795947
451.1350000000009,-4.340311664345462
451.1499999999992,-4.340317231734163
451.16500000000036,-4.340322799860031
451.18000000000063,-4.340328368715824
451.1950000000002,-4.340333938391659
451.20999999999947,-4.340339508934669
451.2250000000006,-4.340345080325713
451.2399999999999,-4.3403506525487625
451.2549999999997,-4.340356225595299
451.2700000000004,-4.340361799391802
451.2850000000002,-4.3403673738710715
451.2999999999995,-4.340372949014773
451.3150000000007,-4.3403785247977815
451.3300000000001,-4.340384101221591
451.34500000000014,-4.340389678281584
451.3599999999992,-4.340395255936318
451.3749999999998,-4.3404008340946785
451.39000000000016,-4.340406412664134
451.4050000000009,-4.3404119915896935
451.42000000000036,-4.340417570833683
451.4349999999991,-4.340423150323966
451.4499999999995,-4.340428729966629
451.4650000000001,-4.340434309743195
451.47999999999934,-4.340439889639043
451.4949999999999,-4.3404454695892145
451.51000000000016,-4.340451049538908
451.5250000000008,-4.340456629454971
451.54000000000013,-4.340462209266047
451.5550000000009,-4.340467788934694
451.56999999999977,-4.3404733684503345
451.5849999999991,-4.340478947754818
451.59999999999974,-4.34048452678322
451.6150000000001,-4.340490105487099
451.629999999999,-4.3404956838643205
451.64500000000095,-4.340501261903462
451.66000000000065,-4.340506839561483
451.67500000000075,-4.3405124168380915
451.69,-4.3405179937739256
451.704999999999,-4.340523570393154
451.72000000000065,-4.340529146770187
451.73499999999945,-4.3405347229926345
451.7500000000003,-4.340540299036753
451.7649999999998,-4.340545874876382
451.7800000000009,-4.34055145052891
451.79500000000013,-4.340557026005106
451.81000000000046,-4.340562601291419
451.8250000000007,-4.340568176406025
451.8399999999996,-4.340573751426456
451.85499999999996,-4.34057932640582
451.8700000000007,-4.340584901381144
451.8850000000006,-4.340590476369684
451.9000000000006,-4.3405960514087205
451.9149999999995,-4.340601626578104
451.9300000000003,-4.340607201921568
451.94499999999977,-4.340612777477606
451.9600000000009,-4.340618353336501
451.9750000000006,-4.340623929565217
451.98999999999984,-4.340629506181408
452.00499999999954,-4.340635083206989
452.0200000000007,-4.340640660680242
452.03500000000037,-4.340646238669727
452.04999999999933,-4.340651817213873
452.0650000000008,-4.3406573963158035
452.0799999999997,-4.340662975995633
452.09499999999906,-4.340668556325927
452.11000000000007,-4.340674137387433
452.12499999999955,-4.340679719167655
452.1400000000008,-4.340685301622917
452.1550000000007,-4.340690884724719
452.17000000000047,-4.340696468490355
452.1849999999992,-4.340702052958209
452.20000000000005,-4.340707638087025
452.21500000000015,-4.340713223880275
452.23000000000053,-4.340718810370621
452.2450000000004,-4.34072439752657
452.2599999999991,-4.340729985302238
452.2749999999996,-4.3407355736624105
452.2899999999992,-4.340741162534481
452.3049999999991,-4.3407467518083305
452.3200000000006,-4.34075234137036
452.33500000000083,-4.34075793107368
452.35000000000105,-4.340763520819218
452.3650000000006,-4.34076911052288
452.3800000000007,-4.3407747001021395
452.3950000000006,-4.340780289481131
452.4099999999997,-4.340785878551872
452.4249999999992,-4.340791467247307
452.44000000000057,-4.34079705552036
452.45499999999913,-4.340802643326867
452.4700000000001,-4.3408082306652105
452.48500000000104,-4.340813817514476
452.49999999999903,-4.3408194038195305
452.5149999999999,-4.340824989547109
452.53000000000065,-4.340830574655412
452.54500000000087,-4.340836159108484
452.56000000000006,-4.340841742887299
452.5749999999995,-4.34084732598374
452.59000000000077,-4.340852908413696
452.6049999999993,-4.340858490175499
452.6200000000006,-4.340864071243287
452.63500000000005,-4.340869651624747
452.6499999999993,-4.340875231380711
452.66499999999985,-4.340880810650839
452.6799999999992,-4.3408863895326135
452.6950000000009,-4.340891968048821
452.7100000000005,-4.340897546280338
452.7249999999995,-4.3409031243383165
452.7399999999996,-4.340908702328065
452.75500000000045,-4.340914280332655
452.76999999999947,-4.340919858412276
452.7850000000005,-4.3409254366089325
452.800000000001,-4.340931014960887
452.8150000000006,-4.340936593502775
452.82999999999913,-4.3409421722365735
452.84500000000014,-4.340947751165949
452.85999999999933,-4.340953330318451
452.8750000000005,-4.340958909724405
452.8899999999992,-4.340964489431553
452.9049999999993,-4.340970069488177
452.92000000000047,-4.340975649924454
452.93500000000046,-4.340981230773787
452.95000000000107,-4.340986812067666
452.9649999999999,-4.340992393828303
452.97999999999905,-4.34099797608804
452.9950000000001,-4.341003558868209
453.01000000000096,-4.341009142205273
453.02499999999935,-4.341014726134835
453.0399999999992,-4.341020310680388
453.05500000000035,-4.341025895858381
453.0700000000007,-4.341031481657547
453.08500000000004,-4.341037068044123
453.1000000000003,-4.341042654960372
453.1149999999994,-4.3410482423916985
453.12999999999926,-4.341053830349978
453.14499999999975,-4.341059418840608
453.16000000000093,-4.341065007857999
453.1750000000006,-4.341070597349095
453.1900000000009,-4.34107618729581
453.20499999999964,-4.341081777731466
453.2200000000009,-4.341087368645212
453.23500000000064,-4.341092959985984
453.250000000001,-4.341098551748656
453.2649999999998,-4.341104144000791
453.2799999999993,-4.341109736749594
453.2949999999995,-4.341115329937349
453.31000000000034,-4.3411209235294805
453.32500000000005,-4.341126517503817
453.3400000000007,-4.341132111816673
453.3550000000003,-4.341137706391162
453.36999999999904,-4.341143301179031
453.384999999999,-4.341148896176712
453.4000000000005,-4.341154491378571
453.41499999999945,-4.341160086732101
453.43000000000023,-4.341165682167389
453.4450000000009,-4.341171277650023
453.45999999999964,-4.341176873137796
453.47500000000076,-4.341182468557019
453.4900000000004,-4.341188063837846
453.50500000000085,-4.341193658901977
453.52000000000027,-4.341199253641404
453.53500000000105,-4.341204847980006
453.5499999999993,-4.34121044183917
453.56499999999943,-4.341216035153526
453.5799999999997,-4.341221627880545
453.5950000000004,-4.3412272199621675
453.60999999999996,-4.341232811375232
453.62500000000057,-4.341238402104002
453.6400000000006,-4.341243992112936
453.6550000000005,-4.341249581374004
453.6700000000006,-4.341255169835076
453.6849999999991,-4.341260757388717
453.7000000000007,-4.341266344019923
453.7149999999997,-4.341271929789606
453.7300000000005,-4.341277514737596
453.7449999999995,-4.341283098938572
453.7599999999992,-4.341288682418162
453.7750000000001,-4.341294265221919
453.79000000000065,-4.341299847407106
453.80499999999915,-4.341305428982306
453.8200000000004,-4.3413110099633645
453.8350000000007,-4.341316590392633
453.8500000000007,-4.341322170334481
453.8650000000009,-4.341327749798161
453.8799999999997,-4.341333328800351
453.895,-4.341338907340246
453.90999999999997,-4.3413444853569665
453.9250000000006,-4.341350062846143
453.9400000000001,-4.34135563987912
453.95499999999936,-4.341361216546385
453.97000000000094,-4.341366792881452
453.9849999999994,-4.341372368907859
453.99999999999943,-4.341377944678081
454.0149999999998,-4.341383520226886
454.029999999999,-4.341389095626045
454.0449999999999,-4.341394670986974
454.0599999999991,-4.341400246348433
454.07499999999925,-4.341405821681828
454.08999999999924,-4.3414113970248085
454.1049999999997,-4.341416972458198
454.1199999999994,-4.341422548038532
454.1349999999991,-4.341428123817289
454.14999999999964,-4.341433699820657
454.1649999999997,-4.341439276040122
454.1800000000002,-4.341444852429591
454.19499999999977,-4.341450428943869
454.20999999999935,-4.341456005546307
454.2249999999999,-4.341461582197351
454.2400000000002,-4.341467158893872
454.25500000000096,-4.341472735602553
454.2699999999992,-4.341478312304586
454.2849999999998,-4.341483889047087
454.2999999999996,-4.3414894658848695
454.3149999999996,-4.341495042833618
454.33000000000067,-4.341500619867746
454.3449999999997,-4.3415061969410775
454.35999999999984,-4.341511774037578
454.37499999999983,-4.341517351138682
454.3900000000008,-4.341522928202105
454.4049999999996,-4.341528505225799
454.41999999999933,-4.341534082233476
454.43499999999904,-4.341539659240988
454.4499999999997,-4.341545236254371
454.4650000000003,-4.341550813253992
454.48,-4.341556390175258
454.4949999999998,-4.341561966989943
454.51000000000084,-4.341567543747486
454.52500000000015,-4.341573120512301
454.5400000000008,-4.341578697323126
454.55499999999995,-4.34158427414858
454.57000000000073,-4.3415898509636754
454.5850000000003,-4.341595427803648
454.5999999999998,-4.341601004696518
454.61500000000035,-4.341606581661505
454.62999999999914,-4.3416121586738825
454.64499999999947,-4.341617735731283
454.6600000000005,-4.341623312857884
454.6749999999992,-4.34162889003014
454.6899999999992,-4.341634467227404
454.70499999999953,-4.341640044453918
454.71999999999935,-4.341645621719126
454.7350000000001,-4.341651199042936
454.749999999999,-4.341656776384347
454.76499999999936,-4.341662353674723
454.7800000000004,-4.341667930910386
454.7949999999995,-4.341673508095528
454.81,-4.341679085286696
454.8249999999992,-4.341684662542182
454.84000000000054,-4.341690239826178
454.85499999999917,-4.341695817087684
454.8700000000008,-4.341701394320786
454.8850000000005,-4.34170697156042
454.89999999999986,-4.341712548814376
454.91500000000025,-4.341718126059776
454.92999999999904,-4.341723703283547
454.9449999999998,-4.3417292804985035
454.95999999999987,-4.341734857734258
454.97500000000076,-4.34174043497884
454.98999999999995,-4.3417460122239255
455.00500000000096,-4.341751589494665
455.01999999999913,-4.341757166791956
455.0350000000002,-4.341762744138126
455.04999999999956,-4.341768321546871
455.0650000000008,-4.34177389899825
455.0799999999994,-4.341779476523898
455.09499999999906,-4.3417850541855625
455.10999999999933,-4.341790632002015
455.12499999999966,-4.341796209954627
455.13999999999976,-4.34180178798834
455.15499999999923,-4.34180736604257
455.16999999999973,-4.341812944109588
455.18500000000085,-4.3418185222233685
455.2000000000002,-4.341824100400402
455.2149999999996,-4.3418296786573425
455.2300000000006,-4.341835257050155
455.2450000000009,-4.341840835596566
455.2600000000002,-4.341846414307666
455.27500000000026,-4.341851993149959
455.2900000000008,-4.341857572065955
455.3049999999995,-4.341863151041347
455.3200000000002,-4.34186873007444
455.3350000000006,-4.341874309231155
455.35000000000053,-4.341879888594017
455.3649999999996,-4.3418854681917125
455.3799999999999,-4.341891048021612
455.3950000000011,-4.341896628112336
455.410000000001,-4.341902208443708
455.42499999999933,-4.341907788978899
455.4400000000003,-4.3419133697313566
455.4549999999993,-4.341918950698247
455.47000000000065,-4.3419245318588615
455.48499999999996,-4.341930113182496
455.4999999999992,-4.34193569468297
455.5150000000004,-4.341941276360286
455.52999999999923,-4.341946858233657
455.54499999999985,-4.3419524403594085
455.5600000000001,-4.341958022802851
455.57500000000005,-4.341963605613039
455.5899999999996,-4.341969188835316
455.6050000000007,-4.341974772509181
455.6199999999993,-4.341980356706085
455.63499999999965,-4.341985941542209
455.6499999999995,-4.3419915270462095
455.6649999999991,-4.341997113158747
455.68000000000046,-4.34200269986999
455.6949999999995,-4.34200828724463
455.7100000000005,-4.342013875319312
455.72499999999934,-4.3420194640865635
455.74000000000024,-4.342025053529353
455.7549999999992,-4.342030643644405
455.7700000000006,-4.342036234407026
455.78500000000025,-4.342041825750529
455.8000000000006,-4.3420474175918855
455.8149999999995,-4.342053009890606
455.8299999999993,-4.342058602620321
455.8450000000003,-4.342064195782376
455.86000000000047,-4.342069789409885
455.8750000000001,-4.342075383490005
455.8899999999995,-4.342080977960848
455.90500000000077,-4.342086572755452
455.92000000000024,-4.342092167761651
455.9350000000002,-4.342097762861048
455.95000000000084,-4.342103358020383
455.96500000000043,-4.342108953255407
455.9799999999993,-4.34211454854025
455.99499999999983,-4.342120143803552
456.01000000000033,-4.342125739016993
456.025000000001,-4.3421313341620635
456.0400000000002,-4.342136929191703
456.05500000000046,-4.342142524047974
456.07,-4.342148118708742
456.08499999999924,-4.3421537131271055
456.1000000000007,-4.3421593072289735
456.1150000000005,-4.3421649010076155
456.1299999999993,-4.3421704944751465
456.14499999999947,-4.342176087602365
456.1599999999995,-4.342181680356507
456.1749999999997,-4.342187272695959
456.19000000000074,-4.342192864583355
456.2050000000009,-4.342198456071937
456.2200000000008,-4.342204047249053
456.23500000000087,-4.342209638156955
456.2499999999996,-4.342215228812194
456.2649999999997,-4.342220819225471
456.2799999999996,-4.34222640943025
456.2949999999998,-4.342231999496056
456.31000000000097,-4.342237589491541
456.3249999999996,-4.342243179446854
456.3400000000004,-4.342248769359074
456.35499999999973,-4.3422543592677005
456.3700000000005,-4.342259949214229
456.38499999999914,-4.342265539207425
456.4000000000005,-4.342271129271978
456.415000000001,-4.3422767193931495
456.4299999999993,-4.342282309559698
456.4450000000003,-4.342287899761587
456.46000000000055,-4.34229348997609
456.47500000000076,-4.34229908021142
456.4899999999996,-4.342304670470915
456.5049999999999,-4.342310260744206
456.5200000000004,-4.342315851006401
456.5349999999996,-4.342321441183977
456.5500000000007,-4.342327031241512
456.5650000000001,-4.342332621218802
456.5800000000008,-4.342338211120602
456.59499999999935,-4.342343800959728
456.610000000001,-4.342349390730236
456.6250000000001,-4.342354980426194
456.6399999999997,-4.342360570053742
456.65500000000077,-4.342366159618015
456.66999999999996,-4.342371749100913
456.68500000000034,-4.342377338487006
456.7000000000006,-4.342382927746714
456.71499999999963,-4.342388516856511
456.73000000000064,-4.342394105796826
456.74500000000023,-4.342399694535047
456.7599999999994,-4.342405283120897
456.77499999999924,-4.342410871591602
456.79000000000065,-4.342416459957144
456.80500000000046,-4.342422048248627
456.81999999999977,-4.342427636486953
456.8349999999996,-4.34243322464488
456.85000000000105,-4.342438812699594
456.86500000000086,-4.342444400655799
456.8800000000002,-4.342449988506008
456.8950000000002,-4.3424555762193116
456.9099999999998,-4.3424611637612145
456.9250000000002,-4.342466751166844
456.94000000000034,-4.342472338466308
456.95499999999936,-4.342477925648906
456.9700000000004,-4.342483512777321
456.98500000000064,-4.342489099911086
457.000000000001,-4.342494687058556
457.01500000000084,-4.342500274208229
457.0299999999991,-4.342505861350318
457.0449999999991,-4.342511448475944
457.06000000000006,-4.342517035561844
457.0749999999991,-4.342522622606397
457.0899999999994,-4.342528209663126
457.1050000000002,-4.3425337967534805
457.12000000000074,-4.342539383868026
457.13500000000016,-4.3425449710392225
457.14999999999986,-4.342550558264302
457.164999999999,-4.3425561455335675
457.18000000000103,-4.3425617328764865
457.19500000000096,-4.342567320315636
457.2100000000002,-4.342572907849718
457.2250000000002,-4.3425784954795414
457.2400000000002,-4.342584083254403
457.2549999999994,-4.342589671229801
457.2699999999993,-4.342595259451349
457.2849999999993,-4.342600847975639
457.3000000000007,-4.342606436838951
457.31500000000085,-4.342612026103586
457.32999999999913,-4.3426176158553975
457.34499999999906,-4.342623206117915
457.36000000000007,-4.342628796934987
457.37499999999943,-4.342634388336007
457.3900000000008,-4.34263998024071
457.40499999999935,-4.3426455726026365
457.420000000001,-4.342651165419747
457.43500000000074,-4.342656758688891
457.45000000000033,-4.342662352398252
457.4649999999992,-4.342667946498036
457.480000000001,-4.342673540981556
457.49499999999904,-4.342679135878182
457.509999999999,-4.342684731191589
457.5250000000006,-4.342690326873621
457.53999999999894,-4.342695922848581
457.5550000000002,-4.342701519074751
457.5699999999994,-4.342707115525373
457.58500000000055,-4.342712712161427
457.59999999999906,-4.342718308900679
457.61500000000063,-4.342723905650127
457.6300000000009,-4.34272950231065
457.64499999999947,-4.342735098790866
457.6600000000001,-4.342740695027864
457.6750000000004,-4.342746290949272
457.69000000000005,-4.342751886475327
457.70500000000084,-4.3427574815331695
457.7200000000003,-4.342763076071009
457.7350000000003,-4.342768670028269
457.7500000000006,-4.342774263312499
457.76500000000095,-4.34277985588858
457.78000000000094,-4.34278544776884
457.79500000000047,-4.34279103894556
457.8099999999993,-4.342796629389939
457.82499999999925,-4.342802219017905
457.8400000000002,-4.3428078077945145
457.85499999999985,-4.342813395742812
457.87000000000006,-4.342818982849115
457.8850000000008,-4.342824569090885
457.89999999999964,-4.342830154450423
457.9150000000008,-4.342835738939295
457.92999999999984,-4.342841322523967
457.94500000000096,-4.342846905224869
457.9599999999998,-4.342852487125214
457.9750000000005,-4.3428580682512
457.99000000000086,-4.342863648602377
458.00500000000073,-4.342869228148178
458.02000000000027,-4.342874806912404
458.03499999999934,-4.342880384967726
458.04999999999995,-4.3428859623692535
458.06500000000005,-4.342891539137968
458.0799999999997,-4.342897115373152
458.09500000000094,-4.342902691194457
458.1099999999996,-4.3429082666751615
458.12499999999994,-4.342913841889924
458.13999999999993,-4.3429194169231895
458.1549999999996,-4.342924991872794
458.16999999999905,-4.342930566800758
458.1850000000005,-4.342936141760243
458.1999999999998,-4.342941716810371
458.2149999999992,-4.342947292049525
458.23000000000087,-4.342952867581445
458.2450000000008,-4.342958443435204
458.25999999999925,-4.342964019621089
458.2750000000004,-4.342969596142643
458.2900000000003,-4.342975172980136
458.3049999999992,-4.342980750149687
458.31999999999937,-4.34298632768582
458.335000000001,-4.342991905637987
458.35000000000014,-4.342997484076305
458.3649999999991,-4.343003062992281
458.3800000000003,-4.343008642336139
458.39499999999975,-4.3430142220896375
458.40999999999985,-4.343019802215139
458.4250000000009,-4.343025382676393
458.43999999999903,-4.343030963445226
458.45500000000084,-4.34303654451344
458.4700000000003,-4.343042125881809
458.48499999999996,-4.343047707539387
458.5000000000001,-4.343053289476213
458.514999999999,-4.343058871667845
458.52999999999923,-4.34306445402091
458.54500000000104,-4.3430700364763055
458.56000000000074,-4.343075619051941
458.5750000000008,-4.343081201753556
458.5899999999995,-4.343086784587639
458.6049999999995,-4.343092367558453
458.61999999999915,-4.343097950626676
458.63500000000096,-4.343103533724319
458.6499999999991,-4.343109116798377
458.6650000000004,-4.343114699801832
458.6799999999991,-4.3431202827273
458.6949999999998,-4.343125865524398
458.709999999999,-4.343131448132759
458.7249999999992,-4.343137030561442
458.7400000000011,-4.343142612798504
458.75500000000085,-4.343148194811651
458.7699999999993,-4.343153776579863
458.78500000000105,-4.343159358080554
458.80000000000047,-4.343164939313327
458.8150000000003,-4.343170520320054
458.829999999999,-4.343176101100003
458.84499999999946,-4.343181681633338
458.8600000000001,-4.3431872619103515
458.87499999999955,-4.343192841940789
458.89000000000055,-4.343198421752822
458.9049999999997,-4.343204001380187
458.9199999999997,-4.343209580871443
458.9349999999992,-4.343215160277092
458.950000000001,-4.343220739629357
458.9649999999997,-4.343226318939649
458.9800000000001,-4.343231898226518
458.99500000000086,-4.343237477534478
459.01000000000073,-4.343243056917737
459.02500000000055,-4.343248636433708
459.04000000000104,-4.343254216153126
459.0550000000009,-4.3432597961293595
459.069999999999,-4.343265376402858
459.08500000000026,-4.343270956987036
459.0999999999993,-4.343276537886334
459.1149999999991,-4.343282119125815
459.1300000000005,-4.343287700697152
459.14500000000015,-4.3432932825605555
459.15999999999906,-4.343298864702966
459.1750000000003,-4.343304447143749
459.1900000000004,-4.3433100298990865
459.20500000000044,-4.343315612976358
459.2199999999993,-4.343321196415065
459.23499999999996,-4.343326780242917
459.24999999999926,-4.343332364435554
459.2650000000003,-4.343337948936137
459.28,-4.343343533712245
459.2949999999991,-4.34334911877353
459.31000000000097,-4.3433547040810065
459.3250000000003,-4.3433602896157275
459.34000000000015,-4.343365875391463
459.35499999999956,-4.343371461369474
459.36999999999966,-4.343377047528742
459.3849999999995,-4.343382633889595
459.4,-4.343388220486968
459.41500000000025,-4.343393807310713
459.4299999999994,-4.343399394371586
459.4450000000005,-4.343404981729025
459.46000000000066,-4.34341056942506
459.474999999999,-4.343416157491861
459.4900000000007,-4.343421745927277
459.5050000000008,-4.343427334704094
459.52000000000044,-4.343432923818455
459.5350000000009,-4.343438513331559
459.54999999999916,-4.343444103291194
459.56500000000074,-4.343449693678558
459.5800000000005,-4.343455284506536
459.5949999999998,-4.343460875809402
459.60999999999984,-4.343466467608128
459.6249999999999,-4.343472059938421
459.63999999999913,-4.3434776528617665
459.65500000000094,-4.343483246405238
459.6700000000004,-4.343488840583614
459.68500000000097,-4.343494435431959
459.69999999999976,-4.343500030977326
459.71500000000026,-4.343505627259912
459.7299999999996,-4.343511224268813
459.74499999999927,-4.343516821980332
459.7600000000007,-4.343522420413935
459.77500000000094,-4.343528019577121
459.78999999999945,-4.343533619428033
459.8049999999998,-4.343539219897341
459.81999999999914,-4.3435448209280665
459.834999999999,-4.3435504224822115
459.85000000000093,-4.343556024477401
459.86499999999995,-4.343561626832361
459.8799999999998,-4.343567229520401
459.8949999999999,-4.343572832494944
459.9099999999996,-4.343578435660115
459.9250000000006,-4.343584038944369
459.94,-4.34358964233374
459.9549999999996,-4.343595245814512
459.9700000000008,-4.3436008493373155
459.9849999999991,-4.3436064528054334
460.00000000000017,-4.343612056175532
460.01499999999936,-4.343617659414402
460.03000000000037,-4.343623262463355
460.0450000000007,-4.343628865302902
460.0599999999998,-4.343634467920115
460.0749999999995,-4.343640070318775
460.0899999999992,-4.343645672503172
460.1050000000007,-4.3436512744486055
460.11999999999944,-4.343656876106859
460.13499999999914,-4.343662477385296
460.14999999999947,-4.343668078229751
460.1650000000001,-4.343673678660727
460.18000000000063,-4.343679278673511
460.1950000000008,-4.343684878292118
460.2100000000002,-4.343690477541982
460.2250000000007,-4.343696076425479
460.23999999999984,-4.34370167497269
460.2549999999994,-4.343707273213408
460.26999999999924,-4.343712871157358
460.2849999999991,-4.34371846881311
460.3000000000007,-4.3437240661743175
460.31499999999966,-4.343729663260643
460.33,-4.343735260143982
460.34499999999935,-4.343740856824752
460.3599999999997,-4.343746453290709
460.37500000000074,-4.343752049585143
460.3900000000002,-4.343757645793618
460.4050000000002,-4.343763242029814
460.42000000000047,-4.343768838367444
460.43500000000085,-4.34377443484183
460.44999999999914,-4.343780031504828
460.46499999999946,-4.3437856283904495
460.47999999999956,-4.34379122552463
460.4949999999994,-4.343796822981384
460.51000000000096,-4.343802420816086
460.525,-4.343808019059722
460.5400000000007,-4.343813617730513
460.5550000000009,-4.343819216858476
460.5700000000005,-4.343824816483389
460.58499999999964,-4.343830416639376
460.6000000000003,-4.343836017363463
460.61500000000046,-4.343841618658503
460.63000000000005,-4.343847220498224
460.64499999999924,-4.343852822830705
460.66000000000014,-4.343858425618626
460.67500000000064,-4.343864028867465
460.6900000000008,-4.343869632609827
460.70500000000084,-4.3438752368449425
460.7200000000007,-4.343880841553039
460.7350000000006,-4.343886446716592
460.7500000000006,-4.3438920522897995
460.7650000000009,-4.343897658236546
460.7799999999995,-4.343903264530855
460.7950000000008,-4.343908871133637
460.8100000000008,-4.343914478021993
460.8249999999995,-4.3439200851729804
460.8399999999994,-4.343925692549373
460.85500000000064,-4.34393130012767
460.86999999999915,-4.343936907902444
460.88499999999954,-4.343942515810285
460.8999999999998,-4.34394812377217
460.9150000000003,-4.3439537317670975
460.9299999999991,-4.343959339767174
460.94500000000085,-4.343964947714403
460.95999999999935,-4.3439705555640415
460.9749999999992,-4.343976163348087
460.99000000000075,-4.343981771053375
461.0050000000001,-4.343987378608325
461.01999999999964,-4.343992985975225
461.03499999999985,-4.343998593133357
461.050000000001,-4.344004200101821
461.0649999999992,-4.34400980695052
461.0799999999992,-4.344015413769544
461.09499999999923,-4.344021020611455
